Date,Open,High,Low,Close,%Change
26-10-2004,1777.85,1782.1,1750.3,1781.05,0.18%
27-10-2004,1781.15,1797.55,1774.2,1783.85,0.15%
28-10-2004,1783.9,1808.15,1783.9,1800.1,0.90%
29-10-2004,1800.85,1808.85,1783.1,1786.9,-0.78%
01-11-2004,1787.3,1800.25,1776.7,1797.75,0.58%
02-11-2004,1798.3,1817.1,1798.3,1813.7,0.85%
03-11-2004,1814.15,1838.4,1814.15,1837.4,1.27%
04-11-2004,1837.8,1853.05,1830.5,1834.85,-0.16%
05-11-2004,1836.05,1854.4,1836,1852.3,0.88%
08-11-2004,1852.45,1871.05,1852.45,1862.8,0.56%
09-11-2004,1863.55,1869.45,1853.45,1858.75,-0.26%
10-11-2004,1859.65,1878.2,1857.7,1876.1,0.88%
11-11-2004,1876.45,1884.65,1866.95,1870.55,-0.32%
12-11-2004,1871.9,1885.05,1866.75,1872.95,0.06%
16-11-2004,1872.8,1881.4,1862.8,1879,0.33%
17-11-2004,1879.05,1892.15,1874.35,1888.65,0.51%
18-11-2004,1890.45,1895.3,1880.8,1892.05,0.08%
19-11-2004,1891.95,1898.15,1869.35,1872.35,-1.05%
22-11-2004,1872.55,1878.05,1845.1,1873.35,0.04%
23-11-2004,1873.35,1900.05,1873.35,1892.6,1.02%
24-11-2004,1893.15,1907.35,1889.85,1904.05,0.57%
25-11-2004,1904.25,1915.8,1892.6,1901.05,-0.17%
29-11-2004,1899.3,1942.95,1894.6,1939.65,2.08%
30-11-2004,1940.25,1963.8,1940.25,1958.8,0.95%
01-12-2004,1960.75,1971.6,1944.5,1962.05,0.07%
02-12-2004,1962.75,2001.55,1962.75,1999,1.81%
03-12-2004,1991.9,2011.9,1990.3,1996.2,0.22%
06-12-2004,1996.3,2012.25,1989.95,1993.15,-0.16%
07-12-2004,1990.6,2002.6,1981.15,1992.7,0.11%
08-12-2004,1994.15,2009.7,1973.15,1977.95,-0.82%
09-12-2004,1977.8,1995.7,1964.5,1989.95,0.61%
10-12-2004,1990.2,1999.7,1964.65,1969,-1.08%
13-12-2004,1970.6,1987,1964.8,1985.35,0.74%
14-12-2004,1985.2,2008.8,1972.85,2006.8,1.08%
15-12-2004,2006.8,2034.35,2006.8,2028.7,1.08%
16-12-2004,2028.8,2039.2,2019.5,2033.2,0.22%
17-12-2004,2032.85,2037.7,2007.2,2012.1,-1.03%
20-12-2004,2012.5,2029.5,2007.15,2026.85,0.71%
21-12-2004,2027.8,2047.5,2025.25,2044.65,0.82%
22-12-2004,2040.6,2053.9,2029.85,2035.35,-0.26%
23-12-2004,2035.6,2049.3,2031.9,2045.15,0.47%
24-12-2004,2045.35,2065.6,2045.3,2062.7,0.84%
27-12-2004,2061.6,2079.05,2046.25,2062.6,0.05%
28-12-2004,2063.6,2074.6,2060.05,2071.35,0.37%
29-12-2004,2071.55,2086.15,2062.35,2069.6,-0.09%
30-12-2004,2070.55,2088.45,2052.25,2059.8,-0.52%
31-12-2004,2059.85,2083,2059.85,2080.5,0.99%
03-01-2005,2080,2118.6,2080,2115,1.65%
04-01-2005,2116.95,2120.15,2100.55,2103.75,-0.63%
05-01-2005,2103.75,2105.1,1990.15,2032.2,-3.52%
06-01-2005,2031.55,2035.65,1984.25,1998.35,-1.66%
07-01-2005,1998.25,2021.45,1992.55,2015.5,0.86%
10-01-2005,2016.75,2025.9,1974.8,1982,-1.75%
11-01-2005,1982.7,1988.9,1947.35,1952.05,-1.57%
12-01-2005,1953.6,1966.65,1900.85,1913.6,-2.09%
13-01-2005,1922.5,1963.4,1916.95,1954.55,1.64%
14-01-2005,1954.9,1961.4,1922.85,1931.1,-1.23%
17-01-2005,1931.75,1944.55,1902.45,1932.9,0.06%
18-01-2005,1933.05,1956.95,1925.35,1934.05,0.05%
19-01-2005,1934.1,1945.65,1922.35,1926.65,-0.39%
20-01-2005,1928.1,1940.95,1900.05,1925.3,-0.15%
24-01-2005,1925.3,1932.75,1902.9,1909,-0.85%
25-01-2005,1908.85,1934.25,1894.4,1931.85,1.19%
27-01-2005,1931.9,1961.75,1929,1955,1.18%
28-01-2005,1955.25,2014.25,1950.85,2008.3,2.64%
31-01-2005,2008.45,2060.4,2006.35,2057.6,2.39%
01-02-2005,2057.75,2072.5,2045.25,2059.85,0.10%
02-02-2005,2062.15,2074.5,2045.5,2052.25,-0.48%
03-02-2005,2052.35,2083.75,2052.35,2079.45,1.30%
04-02-2005,2079.4,2099.2,2060.8,2077.95,-0.07%
07-02-2005,2097.45,2098,2049.85,2055.1,-2.06%
08-02-2005,2055,2065,2043.6,2055.15,0.01%
09-02-2005,2055.2,2077.7,2055.2,2070,0.71%
10-02-2005,2070.1,2075.1,2049.85,2063.35,-0.33%
11-02-2005,2063.35,2084.5,2063.35,2082.05,0.90%
14-02-2005,2083.05,2110.15,2083.05,2098.25,0.72%
15-02-2005,2098.25,2101.6,2081.2,2089.95,-0.40%
16-02-2005,2090,2103.4,2059.45,2068.8,-1.02%
17-02-2005,2069.1,2069.15,2045.85,2061.9,-0.35%
18-02-2005,2062.45,2076.7,2048.85,2055.55,-0.34%
21-02-2005,2055.15,2065.75,2039.9,2043.2,-0.58%
22-02-2005,2043.4,2061.65,2036.6,2058.4,0.73%
23-02-2005,2058.7,2065.15,2051.35,2057.1,-0.08%
24-02-2005,2057.75,2070.5,2052.4,2055.3,-0.12%
25-02-2005,2057.3,2081.85,2051.2,2060.9,0.17%
28-02-2005,2061.2,2106.2,2047.7,2103.25,2.00%
01-03-2005,2103.1,2115.1,2073.8,2084.4,-0.90%
02-03-2005,2084.6,2096.35,2080.55,2093.25,0.41%
03-03-2005,2093.4,2132.75,2093.35,2128.85,1.67%
04-03-2005,2129.1,2152.75,2129.1,2148.15,0.89%
07-03-2005,2148.25,2166.85,2143.05,2160.1,0.55%
08-03-2005,2160.65,2173.85,2154,2168.95,0.38%
09-03-2005,2169.1,2183.45,2141.35,2160.8,-0.38%
10-03-2005,2160.85,2170.2,2145.75,2167.4,0.30%
11-03-2005,2167.7,2182.1,2148.7,2154,-0.64%
14-03-2005,2153.8,2164.15,2140.9,2146.35,-0.35%
15-03-2005,2146.55,2151.35,2122,2128.95,-0.83%
16-03-2005,2129.35,2158.9,2121.1,2125.55,-0.18%
17-03-2005,2123.95,2126.55,2090.45,2098.5,-1.21%
18-03-2005,2097.75,2112.25,2077.2,2109.15,0.54%
21-03-2005,2117.95,2124.8,2089.35,2096.6,-1.02%
22-03-2005,2096.75,2099,2056.5,2061.6,-1.70%
23-03-2005,2061.2,2067.45,2019.85,2026.4,-1.72%
24-03-2005,2026.6,2042.45,2007.35,2015.4,-0.56%
28-03-2005,2015.75,2046.85,2015.25,2029.45,0.68%
29-03-2005,2029.4,2032.65,1971.55,1983.85,-2.30%
30-03-2005,1983.65,2000.45,1971.15,1993.7,0.50%
31-03-2005,1994.5,2043.6,1994.5,2035.65,2.02%
01-04-2005,2035.9,2071.2,2024.25,2067.65,1.54%
04-04-2005,2067.65,2076.6,2054.9,2063.4,-0.21%
05-04-2005,2063.2,2077.95,2043.7,2052.55,-0.52%
06-04-2005,2054,2073.1,2051.3,2069.3,0.74%
07-04-2005,2069.15,2084.9,2048.05,2052.85,-0.79%
08-04-2005,2053.05,2057.5,2024.8,2031.2,-1.08%
11-04-2005,2032.75,2033,2001.85,2008.2,-1.22%
12-04-2005,2002.75,2027.8,2002.75,2024.95,1.10%
13-04-2005,2024.9,2038.85,2018.1,2025.45,0.03%
15-04-2005,2022.5,2022.5,1952.75,1956.3,-3.38%
18-04-2005,1955.5,1959.25,1914.85,1927.8,-1.44%
19-04-2005,1927.9,1961.15,1902.8,1909.4,-0.97%
20-04-2005,1908.5,1941.85,1902.9,1929.7,1.10%
21-04-2005,1930.5,1950,1911.4,1948.55,0.93%
22-04-2005,1950.6,1972.95,1950,1967.35,0.85%
25-04-2005,1968.45,1974.2,1952.4,1970.95,0.13%
26-04-2005,1971.05,1972.85,1951.8,1957.1,-0.71%
27-04-2005,1959.45,1962.2,1930.35,1935.4,-1.24%
28-04-2005,1935.65,1950.25,1921.05,1941.3,0.29%
29-04-2005,1943.2,1943.2,1896.3,1902.5,-2.14%
02-05-2005,1903.1,1925.6,1898.15,1916.75,0.71%
03-05-2005,1916.95,1940.1,1911,1920.7,0.20%
04-05-2005,1920.5,1944.45,1920.15,1942.6,1.14%
05-05-2005,1942.6,1973.35,1942.05,1963.3,1.05%
06-05-2005,1962.3,1984.4,1947.3,1977.5,0.77%
09-05-2005,1978.05,2003.15,1978.05,2000.75,1.13%
10-05-2005,2001,2007.8,1989.1,1994.3,-0.34%
11-05-2005,1990.55,1991.85,1975.05,1985.95,-0.23%
12-05-2005,1985.95,1999.85,1981.95,1993.15,0.36%
13-05-2005,1992.5,1992.75,1978.9,1988.3,-0.21%
16-05-2005,1991.5,2014.95,1989.7,2012.6,1.05%
17-05-2005,2013.1,2024.6,1984.75,1990.8,-1.12%
18-05-2005,1990.65,1990.95,1964.65,1982.75,-0.40%
19-05-2005,1983.15,2008.35,1983.15,1990.85,0.39%
20-05-2005,1991.85,1998.2,1975.95,1992.4,0.03%
23-05-2005,1992.1,2019.35,1991.7,2013.9,1.08%
24-05-2005,2016,2031.9,2009.55,2028.6,0.62%
25-05-2005,2028.55,2047.45,2019,2043.85,0.75%
26-05-2005,2043.5,2078.65,2025.65,2074.7,1.50%
27-05-2005,2073.25,2099.35,2069.5,2076.4,0.15%
30-05-2005,2076.55,2086.85,2064.85,2072.4,-0.20%
31-05-2005,2072.5,2091.75,2066.55,2087.55,0.72%
01-06-2005,2087.8,2097.6,2081.2,2087.55,-0.01%
02-06-2005,2087.85,2093.45,2062.55,2064.65,-1.12%
03-06-2005,2064.1,2097.25,2061.35,2094.25,1.44%
04-06-2005,2094.1,2098.1,2087,2092.35,-0.08%
06-06-2005,2092,2109.1,2087.4,2092.8,0.04%
07-06-2005,2091.95,2102.85,2084.35,2098.15,0.30%
08-06-2005,2094.7,2115.25,2094.05,2112.4,0.84%
09-06-2005,2112.25,2118.65,2097.55,2103.2,-0.43%
10-06-2005,2103.45,2133.1,2086.3,2090.6,-0.61%
13-06-2005,2090.7,2106.65,2081.7,2102.75,0.57%
14-06-2005,2103.65,2113.85,2098.7,2112.35,0.41%
15-06-2005,2110.5,2131.95,2110.35,2128.65,0.85%
16-06-2005,2128.3,2135.1,2114.55,2123.7,-0.22%
17-06-2005,2123.6,2131.75,2103.9,2123.4,-0.01%
20-06-2005,2130.8,2150.25,2124.65,2144.35,0.63%
21-06-2005,2144.75,2173.25,2140.15,2170,1.16%
22-06-2005,2167.8,2196.45,2167.35,2187.35,0.89%
23-06-2005,2187.35,2192.1,2174.05,2183.85,-0.16%
24-06-2005,2184,2204.45,2162.95,2194.35,0.47%
27-06-2005,2194.35,2219.65,2188.15,2199.8,0.25%
28-06-2005,2199.8,2206.8,2165.9,2169.85,-1.38%
29-06-2005,2170.2,2194.25,2162,2191.65,0.98%
30-06-2005,2191.55,2226.15,2189.45,2220.6,1.31%
01-07-2005,2220.45,2220.55,2198.9,2211.9,-0.39%
04-07-2005,2212.05,2232.2,2211.4,2230.65,0.83%
05-07-2005,2231.2,2238.6,2205.1,2210.75,-0.93%
06-07-2005,2211.35,2232.65,2211.3,2228.2,0.76%
07-07-2005,2228.3,2235.8,2171.25,2179.4,-2.24%
08-07-2005,2183.55,2210.7,2179.05,2196.2,0.58%
11-07-2005,2195.55,2224.65,2195.55,2218.85,1.05%
12-07-2005,2219.1,2233.2,2191.7,2220.8,0.08%
13-07-2005,2221.45,2234.15,2200.05,2204.05,-0.79%
14-07-2005,2204.4,2212.55,2178.6,2185.1,-0.88%
15-07-2005,2185.1,2216.5,2181.85,2212.55,1.24%
18-07-2005,2212.95,2248.7,2212.95,2234,0.94%
19-07-2005,2234.25,2246.7,2227.2,2237.3,0.14%
20-07-2005,2236.9,2252,2236.9,2241.9,0.22%
21-07-2005,2240.95,2251.85,2221.2,2230.5,-0.47%
22-07-2005,2231,2268.55,2223.15,2265.6,1.53%
25-07-2005,2266.65,2293.95,2266.65,2291.75,1.10%
26-07-2005,2289.25,2307.1,2279.8,2303.15,0.60%
27-07-2005,2304.25,2324,2292.85,2319.1,0.64%
29-07-2005,2318.05,2332.55,2280.85,2312.3,-0.25%
01-08-2005,2312.05,2329.9,2294.25,2318.05,0.26%
02-08-2005,2321.9,2357.15,2319.75,2353.65,1.35%
03-08-2005,2359.1,2377,2345.2,2357,-0.09%
04-08-2005,2357.75,2377.35,2352.05,2367.8,0.42%
05-08-2005,2367.35,2377.1,2355.95,2361.2,-0.26%
08-08-2005,2361.95,2386.95,2320.05,2324.4,-1.62%
09-08-2005,2324.75,2342.2,2303.1,2318.7,-0.26%
10-08-2005,2322.3,2364.8,2322.05,2360.15,1.60%
11-08-2005,2358.9,2387.3,2355.5,2380.9,0.92%
12-08-2005,2381.05,2390.45,2356.9,2361.55,-0.83%
16-08-2005,2361.65,2379.4,2356.85,2369.8,0.34%
17-08-2005,2369.8,2406.25,2357.5,2403.15,1.39%
18-08-2005,2404.65,2426.65,2380.7,2388.45,-0.68%
19-08-2005,2400.8,2409.35,2378.45,2383.45,-0.73%
22-08-2005,2383.45,2403.45,2355.75,2367.85,-0.66%
23-08-2005,2369.55,2380.5,2320.35,2326.1,-1.87%
24-08-2005,2326.1,2334.9,2300.45,2322.5,-0.16%
25-08-2005,2323.1,2359.2,2320.7,2354.55,1.34%
26-08-2005,2354.6,2368.05,2340.2,2357.05,0.10%
29-08-2005,2359.2,2365.85,2312.6,2337.65,-0.92%
30-08-2005,2337.8,2373.8,2337.75,2367.75,1.26%
31-08-2005,2369.05,2387,2355,2384.65,0.65%
01-09-2005,2384.7,2412.35,2382.9,2405.75,0.87%
02-09-2005,2406.45,2422.1,2396.1,2415.8,0.39%
05-09-2005,2417.1,2439.55,2414.95,2422.95,0.24%
06-09-2005,2422.4,2436.25,2417,2428.65,0.26%
08-09-2005,2429,2456.9,2429,2454.45,1.04%
09-09-2005,2448.8,2462.8,2441.9,2455.45,0.27%
12-09-2005,2455.85,2486.35,2455.85,2484.15,1.14%
13-09-2005,2484,2503,2477.1,2500.35,0.65%
14-09-2005,2500.4,2514.75,2476,2492.45,-0.32%
15-09-2005,2492.85,2527.5,2492.75,2523.95,1.23%
16-09-2005,2524.9,2555.1,2519.05,2552.35,1.08%
19-09-2005,2555.45,2579.7,2550.45,2567.1,0.45%
20-09-2005,2567.2,2582.8,2546.6,2578,0.42%
21-09-2005,2576.7,2585.6,2504.9,2567.3,-0.37%
22-09-2005,2567.85,2580.4,2465.85,2476.5,-3.69%
23-09-2005,2480.5,2507.9,2453.05,2477.75,-0.11%
26-09-2005,2477.85,2560.85,2477.85,2557.35,3.11%
27-09-2005,2558.5,2592.5,2549.85,2574.85,0.63%
28-09-2005,2574.45,2602.95,2559.85,2598.05,0.91%
29-09-2005,2598.6,2633.9,2589.45,2611.2,0.48%
30-09-2005,2607.9,2623.05,2567.75,2601.4,-0.25%
03-10-2005,2601,2635,2597.2,2630.05,1.10%
04-10-2005,2630,2667.05,2629.6,2663.35,1.25%
05-10-2005,2663.7,2669.2,2636.6,2644.4,-0.73%
06-10-2005,2643.8,2643.8,2571.3,2579.15,-2.51%
07-10-2005,2577.2,2603.25,2547.55,2574.05,-0.12%
10-10-2005,2577.1,2595.15,2561,2566.85,-0.40%
11-10-2005,2569.15,2592,2533.7,2589.55,0.79%
13-10-2005,2584.4,2589.35,2529.05,2537.3,-1.86%
14-10-2005,2537.7,2548,2478,2484.4,-2.15%
17-10-2005,2488.4,2498.6,2459.5,2485.15,-0.13%
18-10-2005,2485.25,2517.7,2452.5,2468.2,-0.69%
19-10-2005,2467.8,2467.85,2394.95,2412.45,-2.29%
20-10-2005,2421.4,2463.85,2363.55,2395.45,-1.08%
21-10-2005,2397.85,2447.85,2384.05,2443.75,1.88%
24-10-2005,2444.2,2460,2388.4,2394.85,-2.06%
25-10-2005,2394.95,2444.6,2390.85,2418.2,0.96%
26-10-2005,2418.45,2434,2401.1,2408.5,-0.41%
27-10-2005,2408.95,2416.45,2338.6,2352.9,-2.38%
28-10-2005,2352.65,2355.15,2307.45,2316.05,-1.58%
31-10-2005,2314.85,2373.4,2314.2,2370.95,2.37%
01-11-2005,2366.8,2410.15,2366.8,2386.75,0.84%
02-11-2005,2386.45,2423.8,2367.75,2419.05,1.35%
07-11-2005,2419.25,2464.65,2411.6,2461.6,1.72%
08-11-2005,2463.65,2502.9,2460,2492.65,1.16%
09-11-2005,2493.1,2519.4,2475.7,2489.1,-0.16%
10-11-2005,2489.1,2504.75,2480.85,2500.7,0.46%
11-11-2005,2500.85,2551.4,2500.85,2548.65,1.88%
14-11-2005,2548.55,2576.95,2534.4,2558.7,0.40%
16-11-2005,2559.45,2585.95,2559.45,2582.75,0.90%
17-11-2005,2558.45,2608.85,2558.45,2603.95,1.75%
18-11-2005,2604,2632.35,2595.15,2620.05,0.61%
21-11-2005,2620.1,2626.4,2591.75,2602.5,-0.68%
22-11-2005,2603.25,2614,2567.05,2572.85,-1.18%
23-11-2005,2572.85,2613.4,2563.1,2608.6,1.37%
24-11-2005,2608.9,2643.7,2608.7,2635,0.99%
25-11-2005,2635.35,2668.9,2633.75,2664.3,1.09%
26-11-2005,2664.85,2686.5,2664.7,2683.45,0.69%
28-11-2005,2683.6,2717.15,2682.65,2712,1.05%
29-11-2005,2712.35,2713.9,2679.9,2698.3,-0.52%
30-11-2005,2698.1,2727.05,2647.1,2652.25,-1.73%
01-12-2005,2651.6,2705,2641.95,2698.95,1.75%
02-12-2005,2699.55,2730.7,2691.5,2697.95,-0.06%
05-12-2005,2697.6,2710.65,2654.35,2660.5,-1.39%
06-12-2005,2661.4,2694.4,2647.35,2662.3,0.03%
07-12-2005,2662.3,2697.1,2662.3,2693,1.14%
08-12-2005,2694.95,2711.6,2673.5,2706.7,0.43%
09-12-2005,2706.75,2761.1,2698,2756.45,1.80%
12-12-2005,2756.4,2789.35,2756.4,2776.2,0.71%
13-12-2005,2776.8,2815.3,2764.65,2812.3,1.26%
14-12-2005,2812.8,2825.65,2788.3,2804.55,-0.29%
15-12-2005,2805.2,2821.5,2763.35,2778.55,-0.96%
16-12-2005,2778.65,2814.9,2766.5,2810.15,1.12%
19-12-2005,2808.35,2846,2803.45,2842.6,1.20%
20-12-2005,2843.15,2853.1,2815.2,2826.2,-0.60%
21-12-2005,2826.45,2847.3,2799.45,2822.9,-0.13%
22-12-2005,2826.7,2846.65,2818.65,2835.25,0.30%
23-12-2005,2835.7,2857,2799.7,2804.85,-1.10%
26-12-2005,2804.3,2804.3,2741.8,2749.6,-1.99%
27-12-2005,2746.25,2812.6,2725.7,2805.9,2.13%
28-12-2005,2806.8,2824.3,2780,2794.05,-0.46%
29-12-2005,2792.75,2829.4,2792.75,2821.95,1.03%
30-12-2005,2823.95,2845.55,2812.75,2836.55,0.44%
02-01-2006,2836.8,2849.45,2825.4,2835.95,-0.03%
03-01-2006,2835.95,2887.2,2832.05,2883.35,1.64%
04-01-2006,2883,2909.35,2883,2904.4,0.74%
05-01-2006,2904.45,2916.2,2884.8,2899.85,-0.16%
06-01-2006,2899.85,2921.7,2877.25,2914,0.49%
09-01-2006,2913.35,2927.25,2898.25,2910.1,-0.11%
10-01-2006,2910.15,2913.05,2865.6,2870.8,-1.37%
12-01-2006,2869.35,2869.35,2824,2850.7,-0.65%
13-01-2006,2851.4,2878.35,2846.7,2850.55,-0.03%
16-01-2006,2851.35,2855.7,2824.05,2833.1,-0.64%
17-01-2006,2833.8,2861.25,2820.65,2829.1,-0.17%
18-01-2006,2809.9,2840.1,2783.85,2809.2,-0.02%
19-01-2006,2811.1,2875.95,2811.1,2870.85,2.08%
20-01-2006,2870.8,2912.8,2870.8,2900.95,1.04%
23-01-2006,2900.3,2900.3,2870.95,2884.05,-0.56%
24-01-2006,2886.35,2914.25,2885.75,2908,0.74%
25-01-2006,2908.75,2949.1,2871.25,2940.35,1.07%
27-01-2006,2941.9,2989.7,2941.9,2982.75,1.37%
30-01-2006,2983.3,3002.2,2963.65,2974.5,-0.30%
31-01-2006,2968.95,3005.1,2968.85,3001.1,1.07%
01-02-2006,3001.3,3011.05,2960.9,2971.55,-1.00%
02-02-2006,2972.2,2997.25,2957.55,2967.45,-0.16%
03-02-2006,2968.1,2973.9,2931.85,2940.6,-0.94%
06-02-2006,2940.95,3009.45,2928.1,3000.45,1.98%
07-02-2006,3001.15,3025.1,2991.25,3020.1,0.63%
08-02-2006,3018.2,3021.25,2984.9,3008.95,-0.31%
10-02-2006,3009.15,3031.75,3009.1,3027.55,0.61%
13-02-2006,3026.15,3042.75,3018.5,3041.15,0.49%
14-02-2006,3040.25,3051.7,3009.9,3017.55,-0.75%
15-02-2006,3001.4,3048.8,2995.3,3022.2,0.69%
16-02-2006,3023.1,3036.65,3013.7,3021.6,-0.05%
17-02-2006,3021.65,3038.8,2976.7,2981.5,-1.35%
20-02-2006,2982.35,3010.65,2955.85,3005.85,0.78%
21-02-2006,3008.55,3042.05,3008.55,3035.5,0.89%
22-02-2006,3035.65,3055.65,3032.5,3050.8,0.50%
23-02-2006,3050.85,3078.4,3050.85,3062.1,0.37%
24-02-2006,3061.7,3072,3041.6,3050.05,-0.38%
27-02-2006,3050.3,3070.35,3050.3,3067.45,0.56%
28-02-2006,3067.9,3090.3,3031.8,3074.7,0.22%
01-03-2006,3074.6,3127.25,3064,3123.1,1.55%
02-03-2006,3124.25,3170.35,3124.25,3150.7,0.84%
03-03-2006,3151.3,3167.2,3132.6,3147.35,-0.13%
06-03-2006,3147.25,3194,3147.2,3190.4,1.35%
07-03-2006,3190.45,3192.95,3166.75,3182.8,-0.24%
08-03-2006,3183.45,3187.5,3107.9,3116.7,-2.14%
09-03-2006,3116.75,3132.65,3069.85,3129.1,0.39%
10-03-2006,3129.05,3189.35,3128.6,3183.9,1.72%
13-03-2006,3184.1,3221.3,3174.05,3202.65,0.58%
14-03-2006,3197.2,3223.45,3184.05,3195.35,-0.06%
16-03-2006,3197.3,3230.4,3196.95,3226.6,0.91%
17-03-2006,3226.9,3258.3,3226.9,3234.05,0.22%
20-03-2006,3234.2,3268.25,3234.2,3265.65,0.96%
21-03-2006,3264.65,3292.15,3247.25,3262.3,-0.07%
22-03-2006,3263.35,3267.95,3221.95,3240.15,-0.72%
23-03-2006,3240.85,3265.6,3225.2,3247.15,0.19%
24-03-2006,3247.15,3286.2,3242.6,3279.8,1.00%
27-03-2006,3283.4,3327.05,3280.8,3321.65,1.15%
28-03-2006,3321.45,3344.5,3311.85,3325,0.11%
29-03-2006,3324.85,3359.8,3324.8,3354.2,0.88%
30-03-2006,3354.25,3433.85,3354.25,3418.95,1.89%
31-03-2006,3420.55,3425.45,3381.9,3402.55,-0.53%
03-04-2006,3403.15,3478.25,3402.45,3473.3,2.02%
04-04-2006,3473.1,3508.25,3463.85,3483.15,0.29%
05-04-2006,3483.15,3513.95,3483.15,3510.9,0.79%
07-04-2006,3525.6,3555.5,3445.9,3454.8,-2.05%
10-04-2006,3455,3489.05,3430.4,3478.45,0.67%
12-04-2006,3479.1,3484.65,3366.75,3380,-2.93%
13-04-2006,3380.4,3391.05,3290.35,3345.5,-1.04%
17-04-2006,3342.15,3433.65,3342.15,3425.15,2.42%
18-04-2006,3429,3521.95,3429,3518.1,2.53%
19-04-2006,3523.65,3570.5,3502.75,3535.85,0.35%
20-04-2006,3539.8,3578.35,3527.25,3573.5,0.94%
21-04-2006,3576.75,3592.75,3517.1,3573.05,-0.10%
24-04-2006,3572.8,3585.35,3536.3,3548.9,-0.67%
25-04-2006,3548.8,3552.65,3433.55,3462.65,-2.49%
26-04-2006,3462.65,3562.3,3454.1,3555.75,2.62%
27-04-2006,3554.7,3598.95,3492.75,3508.1,-1.33%
28-04-2006,3507.45,3517.65,3342.85,3508.35,0.03%
29-04-2006,3508.35,3565.75,3508.35,3557.6,1.38%
02-05-2006,3557.55,3622.05,3556.9,3605.45,1.33%
03-05-2006,3604.4,3640.8,3581.4,3634.25,0.82%
04-05-2006,3630.65,3674.5,3621.55,3648.4,0.49%
05-05-2006,3649.45,3676.55,3639.55,3663.95,0.40%
08-05-2006,3668.65,3708.55,3668.65,3693.15,0.66%
09-05-2006,3694.65,3725.4,3655.65,3720.55,0.70%
10-05-2006,3720.75,3758.05,3717.25,3754.25,0.89%
11-05-2006,3755.8,3774.15,3687.9,3701.05,-1.48%
12-05-2006,3704.15,3704.15,3633.85,3650.05,-1.48%
15-05-2006,3651,3653,3482.85,3502.95,-4.23%
16-05-2006,3502.95,3543.5,3382.4,3523.3,0.58%
17-05-2006,3525.05,3641.85,3525.05,3635.1,3.03%
18-05-2006,3636.45,3636.45,3365.9,3388.9,-7.30%
19-05-2006,3391.85,3493.05,3205.25,3246.9,-4.46%
22-05-2006,3254.3,3313.9,2896.4,3081.35,-5.61%
23-05-2006,3068.6,3221.05,2997.35,3199.35,4.09%
24-05-2006,3203.5,3249.75,3091.6,3115.55,-2.82%
25-05-2006,3114.7,3198.35,3012.95,3177.7,1.98%
26-05-2006,3177.7,3277.95,3177.7,3209.6,0.99%
29-05-2006,3207.25,3255.25,3193.15,3214.9,0.24%
30-05-2006,3215.5,3252.1,3167.05,3185.3,-0.95%
31-05-2006,3181.95,3181.95,2972.9,3071.05,-3.61%
01-06-2006,3072.55,3130,2936.6,2962.25,-3.72%
02-06-2006,2961.5,3099.35,2940.2,3091.35,4.20%
05-06-2006,3092.6,3125.4,3006.4,3016.65,-2.52%
06-06-2006,3015.05,3015.05,2910.3,2937.3,-2.65%
07-06-2006,2935.25,2956.9,2819.45,2860.45,-2.61%
08-06-2006,2856.9,2859.4,2683.2,2724.35,-4.87%
09-06-2006,2721.2,2875.75,2707.85,2866.3,5.06%
12-06-2006,2867.65,2877.8,2761.85,2776.85,-3.27%
13-06-2006,2773.6,2773.6,2638.1,2663.3,-4.14%
14-06-2006,2665.05,2767.75,2595.65,2632.8,-1.22%
15-06-2006,2634.1,2814.15,2634.1,2798.8,5.88%
16-06-2006,2799.85,2960.15,2799.85,2890.35,3.13%
19-06-2006,2892,2932.9,2846.5,2916.9,0.85%
20-06-2006,2919,2919,2837.45,2861.3,-2.02%
21-06-2006,2861.4,2930.8,2836.4,2923.45,2.12%
22-06-2006,2923.75,3017.65,2923.75,2994.75,2.37%
23-06-2006,2993.55,3063.2,2920.2,3042.7,1.62%
25-06-2006,3043.15,3083,3035.95,3050.3,0.23%
26-06-2006,3051.8,3059.85,2928,2943.2,-3.69%
27-06-2006,2943.6,3004.15,2899.25,2982.45,1.30%
28-06-2006,2982.2,3003.65,2909.6,2981.1,-0.04%
29-06-2006,2982.9,3049.25,2982.9,2997.9,0.50%
30-06-2006,2993.5,3134.15,2993.5,3128.2,4.31%
03-07-2006,3128.75,3160.35,3114.85,3150.95,0.70%
04-07-2006,3151.05,3177.4,3130.3,3138.65,-0.40%
05-07-2006,3136.95,3201.2,3121.8,3197.1,1.88%
06-07-2006,3197.5,3197.5,3138.4,3156.4,-1.30%
07-07-2006,3157.95,3193.1,3056.3,3075.85,-2.67%
10-07-2006,3077.1,3147.7,3064.1,3142,2.07%
11-07-2006,3145.3,3146,3100.4,3116.15,-0.94%
12-07-2006,3124.95,3201.35,3078.25,3195.9,2.22%
13-07-2006,3196.3,3208.85,3148.95,3169.3,-0.85%
14-07-2006,3166.25,3166.25,3089.55,3123.35,-1.37%
17-07-2006,3123.65,3125.1,2999.35,3007.55,-3.86%
18-07-2006,3007.15,3038.25,2967.95,2993.65,-0.45%
19-07-2006,2995.85,3045.35,2919.95,2932.75,-2.15%
20-07-2006,2943.65,3041.25,2943.65,3023.05,2.63%
21-07-2006,3025.1,3029.1,2930.15,2945,-2.72%
