Date,Open,High,Low,Close,%Change
16-09-2019,10994.84961,11052.7002,10968.2002,11003.5,0.08%
17-09-2019,11000.09961,11000.09961,10796.5,10817.59961,-1.69%
18-09-2019,10872.7998,10885.15039,10804.84961,10840.65039,-0.30%
19-09-2019,10845.2002,10845.2002,10670.25,10704.7998,-1.31%
20-09-2019,10746.7998,11381.90039,10691,11274.2002,4.68%
23-09-2019,11542.7002,11694.84961,11471.34961,11600.2002,0.50%
24-09-2019,11590.7002,11655.0498,11539.2002,11588.2002,-0.02%
25-09-2019,11564.84961,11564.9502,11416.09961,11440.2002,-1.09%
26-09-2019,11469.84961,11610.84961,11466.34961,11571.2002,0.88%
27-09-2019,11556.34961,11593.59961,11499.75,11512.40039,-0.38%
30-09-2019,11491.15039,11508.25,11390.7998,11474.4502,-0.15%
01-10-2019,11515.40039,11554.2002,11247.90039,11359.90039,-1.37%
03-10-2019,11322.25,11370.40039,11257.34961,11314,-0.07%
04-10-2019,11388.4502,11400.2998,11158.34961,11174.75,-1.91%
07-10-2019,11196.2002,11233.84961,11112.65039,11126.40039,-0.63%
09-10-2019,11152.9502,11321.59961,11090.15039,11313.2998,1.42%
10-10-2019,11280.5,11293.34961,11208.5498,11234.5498,-0.41%
11-10-2019,11257.7002,11362.90039,11189.40039,11305.0498,0.42%
14-10-2019,11335.90039,11420.4502,11290.0498,11341.15039,0.05%
15-10-2019,11360.84961,11462.34961,11342.09961,11428.2998,0.59%
16-10-2019,11464.9502,11481.0498,11411.09961,11464,-0.01%
17-10-2019,11466.2998,11599.09961,11439.65039,11586.34961,1.04%
18-10-2019,11580.2998,11684.7002,11553.15039,11661.84961,0.70%
22-10-2019,11657.15039,11714.34961,11573.65039,11588.34961,-0.59%
23-10-2019,11596.2002,11651.59961,11554.40039,11604.09961,0.07%
24-10-2019,11661.65039,11679.59961,11534.65039,11582.59961,-0.68%
25-10-2019,11646.15039,11646.90039,11490.75,11583.90039,-0.54%
29-10-2019,11643.9502,11809.40039,11627.34961,11786.84961,1.21%
30-10-2019,11883.90039,11883.9502,11784.4502,11844.09961,-0.34%
31-10-2019,11890.4502,11945,11855.09961,11877.4502,-0.11%
01-11-2019,11886.59961,11918.2998,11843.34961,11890.59961,0.03%
04-11-2019,11928.90039,11989.15039,11905.34961,11941.2998,0.10%
05-11-2019,11974.59961,11978.9502,11861.90039,11917.2002,-0.48%
06-11-2019,11911.5,12002.90039,11850.25,11966.0498,0.46%
07-11-2019,12021.09961,12021.40039,11946.84961,12012.0498,-0.08%
08-11-2019,11987.15039,12034.15039,11888.75,11908.15039,-0.66%
11-11-2019,11879.2002,11932.65039,11853.9502,11913.4502,0.29%
13-11-2019,11908.2998,11946.7998,11823.2002,11840.4502,-0.57%
14-11-2019,11858.75,11895.65039,11802.65039,11872.09961,0.11%
15-11-2019,11904.2002,11973.65039,11879.25,11895.4502,-0.07%
18-11-2019,11915.15039,11946.2002,11867.59961,11884.5,-0.26%
19-11-2019,11919.4502,11958.84961,11881.75,11940.09961,0.17%
20-11-2019,12004.75,12038.59961,11966.0498,11999.09961,-0.05%
21-11-2019,12025.65039,12028.2002,11956.90039,11968.40039,-0.48%
22-11-2019,11967.2998,11968.09961,11883.5,11914.40039,-0.44%
25-11-2019,11922.4502,12084.5,11919.75,12073.75,1.25%
26-11-2019,12110.2002,12132.4502,12006.34961,12037.7002,-0.60%
27-11-2019,12068.5,12114.90039,12055.15039,12100.7002,0.27%
28-11-2019,12132.09961,12158.7998,12099.9502,12151.15039,0.16%
29-11-2019,12146.2002,12147.40039,12017.40039,12056.0498,-0.75%
02-12-2019,12137.0498,12137.15039,12023.7002,12048.2002,-0.74%
03-12-2019,12067.65039,12068.59961,11956.40039,11994.2002,-0.61%
04-12-2019,11969.9502,12054.7002,11935.2998,12043.2002,0.61%
05-12-2019,12071.25,12081.2002,11998.75,12018.40039,-0.44%
06-12-2019,12047.34961,12057.0498,11888.84961,11921.5,-1.06%
09-12-2019,11939.09961,11981.9502,11888.0498,11937.5,-0.01%
10-12-2019,11950.5,11953.2002,11844.7002,11856.7998,-0.79%
11-12-2019,11867.34961,11923.2002,11832.2998,11910.15039,0.36%
12-12-2019,11944.2998,12005.5,11934,11971.7998,0.23%
13-12-2019,12026.40039,12098.84961,12023.59961,12086.7002,0.50%
16-12-2019,12131.34961,12134.65039,12046.2998,12053.9502,-0.64%
17-12-2019,12082.4502,12182.75,12070.34961,12165,0.68%
18-12-2019,12197,12237.7002,12163.4502,12221.65039,0.20%
19-12-2019,12223.40039,12268.34961,12191.15039,12259.7002,0.30%
20-12-2019,12266.4502,12293.90039,12252.75,12271.7998,0.04%
23-12-2019,12235.4502,12287.15039,12213.25,12262.75,0.22%
24-12-2019,12269.25,12283.7002,12202.09961,12214.5498,-0.45%
26-12-2019,12211.84961,12221.5498,12118.84961,12126.5498,-0.70%
27-12-2019,12172.90039,12258.4502,12157.90039,12245.7998,0.60%
30-12-2019,12274.90039,12286.4502,12213.7998,12255.84961,-0.16%
31-12-2019,12247.09961,12247.09961,12151.7998,12168.4502,-0.65%
01-01-2020,12202.15039,12222.2002,12165.2998,12182.5,-0.16%
02-01-2020,12198.5498,12289.90039,12195.25,12282.2002,0.68%
03-01-2020,12261.09961,12265.59961,12191.34961,12226.65039,-0.28%
06-01-2020,12170.59961,12179.09961,11974.2002,11993.0498,-1.48%
07-01-2020,12079.09961,12152.15039,12005.34961,12052.9502,-0.22%
08-01-2020,11939.09961,12044.9502,11929.59961,12025.34961,0.72%
09-01-2020,12153.15039,12224.0498,12132.5498,12215.90039,0.51%
10-01-2020,12271,12311.2002,12213.2002,12256.7998,-0.12%
13-01-2020,12296.7002,12337.75,12285.7998,12329.5498,0.27%
14-01-2020,12333.09961,12374.25,12308.7002,12362.2998,0.24%
15-01-2020,12349.40039,12355.15039,12278.75,12343.2998,-0.05%
16-01-2020,12347.09961,12389.0498,12315.7998,12355.5,0.07%
17-01-2020,12328.40039,12385.4502,12321.40039,12352.34961,0.19%
20-01-2020,12430.5,12430.5,12216.90039,12224.5498,-1.68%
21-01-2020,12195.2998,12230.0498,12162.2998,12169.84961,-0.21%
22-01-2020,12218.34961,12225.0498,12087.90039,12106.90039,-0.92%
23-01-2020,12123.75,12189,12094.09961,12180.34961,0.46%
24-01-2020,12174.5498,12272.15039,12149.65039,12248.25,0.60%
27-01-2020,12197.09961,12216.59961,12107,12119,-0.64%
28-01-2020,12148.09961,12163.5498,12024.5,12055.7998,-0.77%
29-01-2020,12114.90039,12169.59961,12103.7998,12129.5,0.12%
30-01-2020,12147.75,12150.2998,12010.59961,12035.7998,-0.93%
31-01-2020,12100.40039,12103.5498,11945.84961,11962.09961,-1.16%
03-02-2020,11627.4502,11749.84961,11614.5,11707.90039,0.69%
04-02-2020,11786.25,11986.15039,11783.40039,11979.65039,1.61%
05-02-2020,12005.84961,12098.15039,11953.34961,12089.15039,0.69%
06-02-2020,12120,12160.59961,12084.65039,12137.9502,0.15%
07-02-2020,12151.15039,12154.7002,12073.9502,12098.34961,-0.44%
10-02-2020,12102.34961,12103.5498,11990.75,12031.5,-0.59%
11-02-2020,12108.40039,12172.2998,12099,12107.90039,0.00%
12-02-2020,12151,12231.75,12144.2998,12201.2002,0.41%
13-02-2020,12219.5498,12225.65039,12139.7998,12174.65039,-0.37%
14-02-2020,12190.15039,12246.7002,12091.2002,12113.4502,-0.63%
17-02-2020,12131.7998,12159.59961,12037,12045.7998,-0.71%
18-02-2020,12028.25,12030.75,11908.0498,11992.5,-0.30%
19-02-2020,12090.59961,12134.7002,12042.09961,12125.90039,0.29%
20-02-2020,12119,12152,12071.4502,12080.84961,-0.32%
24-02-2020,12012.5498,12012.5498,11813.40039,11829.40039,-1.55%
25-02-2020,11877.5,11883.0498,11779.90039,11797.90039,-0.67%
26-02-2020,11738.5498,11783.25,11639.59961,11678.5,-0.51%
27-02-2020,11661.25,11663.84961,11536.7002,11633.2998,-0.24%
28-02-2020,11382,11384.7998,11175.0498,11201.75,-1.61%
02-03-2020,11387.34961,11433,11036.25,11132.75,-2.29%
03-03-2020,11217.5498,11342.25,11152.5498,11303.2998,0.76%
04-03-2020,11351.34961,11356.59961,11082.15039,11251,-0.89%
05-03-2020,11306.0498,11389.5,11244.59961,11269,-0.33%
06-03-2020,10942.65039,11035.09961,10827.40039,10989.4502,0.43%
09-03-2020,10742.0498,10751.5498,10294.4502,10451.4502,-2.78%
11-03-2020,10334.2998,10545.09961,10334,10458.40039,1.19%
12-03-2020,10039.9502,10040.75,9508,9590.150391,-4.69%
13-03-2020,9107.599609,10159.40039,8555.150391,9955.200195,8.51%
16-03-2020,9587.799805,9602.200195,9165.099609,9197.400391,-4.24%
17-03-2020,9285.400391,9403.799805,8915.599609,8967.049805,-3.55%
18-03-2020,9088.450195,9127.549805,8407.049805,8468.799805,-7.32%
19-03-2020,8063.299805,8575.450195,7832.549805,8263.450195,2.42%
20-03-2020,8284.450195,8883,8178.200195,8745.450195,5.27%
23-03-2020,7945.700195,8159.25,7583.600098,7610.25,-4.41%
24-03-2020,7848.299805,8036.950195,7511.100098,7801.049805,-0.61%
25-03-2020,7735.149902,8376.75,7714.75,8317.849609,7.01%
26-03-2020,8451,8749.049805,8304.900391,8641.450195,2.20%
27-03-2020,8949.099609,9038.900391,8522.900391,8660.25,-3.34%
30-03-2020,8385.950195,8576,8244,8281.099609,-1.27%
31-03-2020,8529.349609,8678.299805,8358,8597.75,0.80%
01-04-2020,8584.099609,8588.099609,8198.349609,8253.799805,-4.00%
03-04-2020,8356.549805,8356.549805,8055.799805,8083.799805,-3.37%
07-04-2020,8446.299805,8819.400391,8360.950195,8792.200195,3.93%
08-04-2020,8688.900391,9131.700195,8653.900391,8748.75,0.68%
09-04-2020,8973.049805,9128.349609,8904.549805,9111.900391,1.52%
13-04-2020,9103.950195,9112.049805,8912.400391,8993.849609,-1.22%
15-04-2020,9196.400391,9261.200195,8874.099609,8925.299805,-3.04%
16-04-2020,8851.25,9053.75,8821.900391,8992.799805,1.57%
17-04-2020,9323.450195,9324,9091.349609,9266.75,-0.61%
20-04-2020,9390.200195,9390.849609,9230.799805,9261.849609,-1.39%
21-04-2020,9016.950195,9044.400391,8909.400391,8981.450195,-0.40%
22-04-2020,9026.75,9209.75,8946.25,9187.299805,1.75%
23-04-2020,9232.349609,9343.599609,9170.150391,9313.900391,0.88%
24-04-2020,9163.900391,9296.900391,9141.299805,9154.400391,-0.10%
27-04-2020,9259.700195,9377.099609,9250.349609,9282.299805,0.24%
28-04-2020,9389.799805,9404.400391,9260,9380.900391,-0.09%
29-04-2020,9408.599609,9599.849609,9392.349609,9553.349609,1.52%
30-04-2020,9753.5,9889.049805,9731.5,9859.900391,1.08%
04-05-2020,9533.5,9533.5,9266.950195,9293.5,-2.58%
05-05-2020,9429.400391,9450.900391,9190.75,9205.599609,-2.43%
06-05-2020,9226.799805,9346.900391,9116.5,9270.900391,0.48%
07-05-2020,9234.049805,9277.849609,9175.900391,9199.049805,-0.38%
08-05-2020,9376.950195,9382.650391,9238.200195,9251.5,-1.36%
11-05-2020,9348.150391,9439.900391,9219.950195,9239.200195,-1.18%
12-05-2020,9168.849609,9240.849609,9043.950195,9196.549805,0.30%
13-05-2020,9584.200195,9584.5,9351.099609,9383.549805,-2.14%
14-05-2020,9213.950195,9281.099609,9119.75,9142.75,-0.78%
15-05-2020,9182.400391,9182.400391,9050,9136.849609,-0.50%
18-05-2020,9158.299805,9158.299805,8806.75,8823.25,-3.80%
19-05-2020,8961.700195,9030.349609,8855.299805,8879.099609,-0.93%
20-05-2020,8889.150391,9093.799805,8875.349609,9066.549805,1.96%
21-05-2020,9079.450195,9178.549805,9056.099609,9106.25,0.29%
22-05-2020,9067.900391,9149.599609,8968.549805,9039.25,-0.32%
26-05-2020,9099.75,9161.650391,8996.650391,9029.049805,-0.78%
27-05-2020,9082.200195,9334,9004.25,9314.950195,2.50%
28-05-2020,9364.950195,9511.25,9336.5,9490.099609,1.32%
29-05-2020,9422.200195,9598.849609,9376.900391,9580.299805,1.65%
01-06-2020,9726.849609,9931.599609,9706.950195,9826.150391,1.01%
02-06-2020,9880.849609,9995.599609,9824.049805,9979.099609,0.98%
03-06-2020,10108.2998,10176.2002,10035.5498,10061.5498,-0.46%
04-06-2020,10054.25,10123.84961,9944.25,10029.09961,-0.25%
05-06-2020,10093.7998,10177.7998,10040.75,10142.15039,0.48%
08-06-2020,10326.75,10328.5,10120.25,10167.4502,-1.57%
09-06-2020,10181.15039,10291.15039,10021.4502,10046.65039,-1.34%
10-06-2020,10072.59961,10148.75,10036.84961,10116.15039,0.43%
11-06-2020,10094.09961,10112.0498,9885.049805,9902,-1.94%
12-06-2020,9544.950195,9996.049805,9544.349609,9972.900391,4.29%
15-06-2020,9919.349609,9943.349609,9726.349609,9813.700195,-1.08%
16-06-2020,10014.7998,10046.15039,9728.5,9914,-1.02%
17-06-2020,9876.700195,10003.59961,9833.799805,9881.150391,0.05%
18-06-2020,9863.25,10111.2002,9845.049805,10091.65039,2.26%
19-06-2020,10119,10272.40039,10072.65039,10244.40039,1.22%
22-06-2020,10318.75,10393.65039,10277.59961,10311.2002,-0.07%
23-06-2020,10347.9502,10484.7002,10301.75,10471,1.18%
24-06-2020,10529.25,10553.15039,10281.9502,10305.2998,-2.17%
25-06-2020,10235.5498,10361.7998,10194.5,10288.90039,0.52%
26-06-2020,10378.90039,10409.84961,10311.25,10383,0.04%
29-06-2020,10311.9502,10337.9502,10223.59961,10312.40039,0.00%
30-06-2020,10382.59961,10401.0498,10267.34961,10302.09961,-0.78%
01-07-2020,10323.7998,10447.0498,10299.59961,10430.0498,1.02%
02-07-2020,10493.0498,10598.2002,10485.5498,10551.7002,0.56%
03-07-2020,10614.9502,10631.2998,10562.65039,10607.34961,-0.07%
